sentence,num_words,google_language,stopwords_language,book_name
"The intense heat of the fire is prevented  from communicating itself to the deck, by means of a shallow reservoir  extending under the entire inclosed surface of the works.",31,{'en': 0.9999967649757295},"{'italian': 1, 'dutch': 2, 'portuguese': 1, 'danish': 1, 'hungarian': 1, 'english': 9, 'spanish': 1, 'swedish': 1}",moby_dick
"By a tunnel  inserted at the rear, this reservoir is kept replenished with water as  fast as it evaporates.",21,{'en': 0.9999974672486829},"{'italian': 1, 'norwegian': 1, 'french': 1, 'portuguese': 2, 'dutch': 1, 'danish': 1, 'hungarian': 1, 'english': 8, 'spanish': 1}",moby_dick
There are no external chimneys; they open direct  from the rear wall.,13,{'en': 0.9999958772138381},"{'spanish': 1, 'english': 5, 'norwegian': 1, 'portuguese': 1}",moby_dick
And here let us go back for a moment.,9,{'en': 0.9999945161552014},"{'italian': 1, 'norwegian': 1, 'portuguese': 2, 'danish': 1, 'hungarian': 1, 'english': 3, 'spanish': 1}",moby_dick
It was about nine o?clock at night that the Pequod?s try-works were  first started on this present voyage.,19,{'en': 0.9999969912944037},"{'spanish': 1, 'portuguese': 1, 'danish': 1, 'turkish': 1, 'dutch': 1, 'german': 1, 'italian': 1, 'norwegian': 1, 'french': 2, 'hungarian': 1, 'english': 10, 'finnish': 1}",moby_dick
It belonged to Stubb to oversee  the business.,9,{'en': 0.9999967034328607},{'english': 2},moby_dick
?All ready there?,3,{'en': 0.9999959597841568},{'english': 1},moby_dick
"Off hatch, then, and start her.",6,{'en': 0.9999960778010721},"{'danish': 1, 'english': 3, 'turkish': 1, 'norwegian': 1}",moby_dick
"You cook, fire the  works?.",6,{'en': 0.9999970793523165},{'english': 1},moby_dick
"This was an easy thing, for the carpenter had been thrusting  his shavings into the furnace throughout the passage.",20,{'en': 0.9999976483526339},"{'dutch': 2, 'portuguese': 1, 'danish': 1, 'english': 8, 'norwegian': 1, 'german': 2}",moby_dick
Here be it said  that in a whaling voyage the first fire in the try-works has to be fed  for a time with wood.,26,{'en': 0.999999281232169},"{'italian': 2, 'norwegian': 1, 'portuguese': 2, 'dutch': 1, 'danish': 1, 'hungarian': 2, 'english': 10, 'spanish': 2, 'german': 1}",moby_dick
"After that no wood is used, except as a means of  quick ignition to the staple fuel.",18,{'en': 0.9999964657735266},"{'italian': 1, 'dutch': 2, 'french': 1, 'portuguese': 3, 'hungarian': 1, 'english': 8, 'spanish': 2, 'norwegian': 1}",moby_dick
"In a word, after being tried out, the  crisp, shrivelled blubber, now called scraps or fritters, still contains  considerable of its unctuous properties.",25,{'en': 0.9999981052769316},"{'italian': 1, 'spanish': 1, 'portuguese': 1, 'hungarian': 1, 'english': 9, 'dutch': 1}",moby_dick
These fritters feed the flames.,5,{'en': 0.9999981349872697},{'english': 1},moby_dick
"Like a plethoric burning martyr, or a self-consuming misanthrope, once  ignited, the whale supplies his own fuel and burns by his own body.",24,{'en': 0.9999960195560053},"{'italian': 1, 'spanish': 1, 'hungarian': 1, 'english': 8, 'portuguese': 1}",moby_dick
Would that he consumed his own smoke!,7,{'en': 0.9999971000789942},"{'spanish': 1, 'english': 4, 'finnish': 1}",moby_dick
"for his smoke is horrible to  inhale, and inhale it you must, and not only that, but you must live in  it for the time.",27,{'en': 0.9999963398582941},"{'italian': 1, 'norwegian': 1, 'portuguese': 1, 'danish': 1, 'english': 13, 'dutch': 2, 'german': 1}",moby_dick
"It has an unspeakable, wild, Hindoo odor about it, such  as may lurk in the vicinity of funereal pyres.",20,{'en': 0.9999972070911397},"{'italian': 1, 'spanish': 1, 'french': 1, 'portuguese': 1, 'english': 9, 'dutch': 2, 'german': 2}",moby_dick
It smells like the left  wing of the day of judgment; it is an argument for the pit.,19,{'en': 0.9999956430050966},"{'dutch': 2, 'portuguese': 1, 'danish': 1, 'english': 6, 'norwegian': 1, 'german': 1}",moby_dick
By midnight the works were in full operation.,8,{'en': 0.999996220469313},"{'italian': 1, 'dutch': 1, 'english': 3, 'german': 1}",moby_dick
We were clear from the  carcase; sail had been made; the wind was freshening; the wild ocean  darkness was intense.,22,{'en': 0.9999972571620568},"{'dutch': 2, 'english': 6, 'german': 1}",moby_dick
"But that darkness was licked up by the fierce  flames, which at intervals forked forth from the sooty flues, and  illuminated every lofty rope in the rigging, as with the famed Greek  fire.",36,{'en': 0.9999969715574045},"{'italian': 1, 'norwegian': 1, 'french': 1, 'portuguese': 1, 'danish': 1, 'english': 12, 'dutch': 2, 'german': 2}",moby_dick
"The burning ship drove on, as if remorselessly commissioned to  some vengeful deed.",14,{'en': 0.9999956925474087},"{'finnish': 1, 'english': 5, 'french': 2, 'portuguese': 1}",moby_dick
"So the pitch and sulphur-freighted brigs of the  bold Hydriote, Canaris, issuing from their midnight harbors, with broad  sheets of flame for sails, bore down upon the Turkish frigates, and  folded them in conflagrations.",37,{'en': 0.9999968046307169},"{'italian': 1, 'norwegian': 1, 'portuguese': 1, 'danish': 1, 'english': 10, 'dutch': 2, 'german': 1}",moby_dick
"The hatch, removed from the top of the works, now afforded a wide hearth  in front of them.",19,{'en': 0.9999978958437596},"{'italian': 2, 'spanish': 1, 'portuguese': 1, 'hungarian': 1, 'english': 7, 'dutch': 2, 'german': 1}",moby_dick
"Standing on this were the Tartarean shapes of the  pagan harpooneers, always the whale-ship?s stokers.",16,{'en': 0.9999968212190424},"{'dutch': 1, 'hungarian': 1, 'english': 6, 'french': 2, 'finnish': 1}",moby_dick
"With huge pronged  poles they pitched hissing masses of blubber into the scalding pots, or  stirred up the fires beneath, till the snaky flames darted, curling, out  of the doors to catch them by the feet.",39,{'en': 0.9999966812696877},"{'dutch': 1, 'english': 10, 'swedish': 1}",moby_dick
The smoke rolled away in sullen  heaps.,8,{'en': 0.9999950363752873},"{'italian': 1, 'dutch': 1, 'english': 1, 'german': 1}",moby_dick
"To every pitch of the ship there was a pitch of the boiling oil,  which seemed all eagerness to leap into their faces.",24,{'en': 0.9999985553589612},"{'italian': 2, 'spanish': 1, 'portuguese': 1, 'hungarian': 1, 'english': 10, 'dutch': 2, 'german': 1}",moby_dick
"Opposite the mouth  of the works, on the further side of the wide wooden hearth, was the  windlass.",20,{'en': 0.9999959072198017},"{'dutch': 2, 'finnish': 1, 'english': 5, 'french': 1, 'german': 1}",moby_dick
This served for a sea-sofa.,5,{'en': 0.9999968255440537},"{'italian': 1, 'norwegian': 1, 'portuguese': 2, 'danish': 1, 'hungarian': 1, 'english': 2, 'spanish': 2}",moby_dick
"Here lounged the watch, when not  otherwise employed, looking into the red heat of the fire, till their  eyes felt scorched in their heads.",26,{'en': 0.9999963949861026},"{'italian': 1, 'dutch': 2, 'english': 7, 'swedish': 1, 'german': 1}",moby_dick
"Their tawny features, now all  begrimed with smoke and sweat, their matted beards, and the contrasting  barbaric brilliancy of their teeth, all these were strangely revealed in  the capricious emblazonings of the works.",36,{'en': 0.999996021579686},"{'italian': 2, 'dutch': 2, 'english': 10, 'german': 1}",moby_dick
"As they narrated to each other  their unholy adventures, their tales of terror told in words of mirth;  as their uncivilized laughter forked upwards out of them, like the  flames from the furnace; as to and fro, in their front, the harpooneers  wildly gesticulated with their huge pronged forks and dippers; as the  wind howled on, and the sea leaped, and the ship groaned and dived, and  yet steadfastly shot her red hell further and further into the blackness  of the sea and the night, and scornfully champed the white bone in  her mouth, and viciously spat round her on all sides; then the rushing  Pequod, freighted with savages, and laden with fire, and burning  a corpse, and plunging into that blackness of darkness, seemed the  material counterpart of her monomaniac commander?s soul.",144,{'en': 0.9999969371288473},"{'spanish': 2, 'portuguese': 2, 'danish': 1, 'turkish': 1, 'dutch': 2, 'german': 1, 'italian': 3, 'norwegian': 1, 'french': 3, 'hungarian': 2, 'english': 23, 'finnish': 1}",moby_dick
"So seemed it to me, as I stood at her helm, and for long hours silently  guided the way of this fire-ship on the sea.",26,{'en': 0.9999971636584042},"{'norwegian': 4, 'finnish': 2, 'french': 3, 'portuguese': 3, 'dutch': 2, 'danish': 3, 'turkish': 1, 'english': 12, 'spanish': 2}",moby_dick
"Wrapped, for that interval,  in darkness myself, I but the better saw the redness, the madness, the  ghastliness of others.",22,{'en': 0.999996297875726},"{'italian': 1, 'norwegian': 1, 'portuguese': 1, 'danish': 1, 'english': 7, 'dutch': 2, 'german': 1}",moby_dick
"The continual sight of the fiend shapes before  me, capering half in smoke and half in fire, these at last begat kindred  visions in my soul, so soon as I began to yield to that unaccountable  drowsiness which ever would come over me at a midnight helm.",50,{'en': 0.9999981002810708},"{'italian': 3, 'norwegian': 4, 'finnish': 1, 'french': 2, 'portuguese': 3, 'dutch': 4, 'danish': 2, 'hungarian': 1, 'english': 16, 'spanish': 2, 'german': 2}",moby_dick
"But that night, in particular, a strange (and ever since inexplicable)  thing occurred to me.",16,{'en': 0.9999965154588948},"{'italian': 2, 'spanish': 2, 'french': 1, 'portuguese': 2, 'dutch': 2, 'finnish': 1, 'hungarian': 1, 'english': 6, 'norwegian': 1, 'german': 1}",moby_dick
"Starting from a brief standing sleep, I was  horribly conscious of something fatally wrong.",15,{'en': 0.9999967627151378},"{'italian': 1, 'spanish': 1, 'portuguese': 1, 'hungarian': 1, 'english': 4, 'dutch': 2, 'german': 1}",moby_dick
"The jaw-bone tiller smote  my side, which leaned against it; in my ears was the low hum of sails,  just beginning to shake in the wind; I thought my eyes were open; I  was half conscious of putting my fingers to the lids and mechanically  stretching them still further apart.",54,{'en': 0.9999979475339699},"{'italian': 1, 'dutch': 3, 'english': 14, 'german': 2}",moby_dick
"But, spite of all this, I could see  no compass before me to steer by; though it seemed but a minute since I  had been watching the card, by the steady binnacle lamp illuminating it.",37,{'en': 0.9999970663392072},"{'italian': 2, 'dutch': 3, 'french': 1, 'portuguese': 3, 'finnish': 1, 'hungarian': 1, 'english': 14, 'spanish': 3, 'norwegian': 2}",moby_dick
"Nothing seemed before me but a jet gloom, now and then made ghastly by  flashes of redness.",18,{'en': 0.99999740272267},"{'italian': 1, 'dutch': 2, 'french': 1, 'portuguese': 2, 'finnish': 1, 'hungarian': 1, 'english': 9, 'spanish': 2, 'norwegian': 1}",moby_dick
"Uppermost was the impression, that whatever swift,  rushing thing I stood on was not so much bound to any haven ahead as  rushing from all havens astern.",29,{'en': 0.9999987701796995},"{'italian': 1, 'norwegian': 1, 'french': 2, 'portuguese': 1, 'finnish': 1, 'english': 12, 'dutch': 1, 'german': 2}",moby_dick
"A stark, bewildered feeling, as of  death, came over me.",11,{'en': 0.9999965418092307},"{'norwegian': 2, 'finnish': 1, 'french': 2, 'portuguese': 2, 'dutch': 3, 'danish': 1, 'english': 4, 'spanish': 1}",moby_dick
"Convulsively my hands grasped the tiller, but with  the crazy conceit that the tiller was, somehow, in some enchanted way,  inverted.",23,{'en': 0.9999978465989758},"{'italian': 1, 'dutch': 2, 'english': 8, 'german': 2}",moby_dick
My God!,2,{'cy': 0.9999971739203202},{},moby_dick
what is the matter with me?,6,{'en': 0.9999992313079233},"{'dutch': 2, 'french': 1, 'portuguese': 1, 'finnish': 1, 'english': 5, 'spanish': 1, 'norwegian': 1}",moby_dick
thought I. Lo!,3,{'en': 0.9999980618726836},{},moby_dick
"in my brief  sleep I had turned myself about, and was fronting the ship?s stern,  with my back to her prow and the compass.",26,{'en': 0.999998210126376},"{'italian': 1, 'turkish': 1, 'french': 1, 'dutch': 3, 'danish': 1, 'hungarian': 1, 'english': 12, 'norwegian': 1, 'german': 2}",moby_dick
"In an instant I faced back,  just in time to prevent the vessel from flying up into the wind, and  very probably capsizing her.",26,{'en': 0.9999964489623776},"{'italian': 1, 'turkish': 1, 'dutch': 1, 'danish': 1, 'english': 11, 'norwegian': 1, 'german': 2}",moby_dick
"How glad and how grateful the relief from  this unnatural hallucination of the night, and the fatal contingency of  being brought by the lee!",26,{'en': 0.9999971993043795},"{'dutch': 1, 'english': 8}",moby_dick
"Look not too long in the face of the fire, O man!",12,{'en': 0.9999978081328129},"{'italian': 1, 'dutch': 2, 'swedish': 1, 'danish': 1, 'english': 5, 'norwegian': 1, 'german': 2}",moby_dick
Never dream with thy  hand on the helm!,9,{'en': 0.999996440583155},"{'finnish': 1, 'english': 3, 'french': 1}",moby_dick
"Turn not thy back to the compass; accept the first  hint of the hitching tiller; believe not the artificial fire, when its  redness makes all things look ghastly.",30,{'en': 0.9999955138971874},"{'italian': 1, 'dutch': 1, 'english': 7}",moby_dick
"To-morrow, in the natural sun,  the skies will be bright; those who glared like devils in the forking  flames, the morn will show in far other, at least gentler, relief; the  glorious, golden, glad sun, the only true lamp?all others but liars!",45,{'en': 0.9999959975658068},"{'italian': 2, 'dutch': 1, 'danish': 1, 'hungarian': 1, 'english': 11, 'norwegian': 1, 'german': 2}",moby_dick
"Nevertheless the sun hides not Virginia?s Dismal Swamp, nor Rome?s  accursed Campagna, nor wide Sahara, nor all the millions of miles of  deserts and of griefs beneath the moon.",31,{'en': 0.9999980947454501},"{'italian': 1, 'dutch': 1, 'hungarian': 1, 'english': 7, 'french': 1}",moby_dick
"The sun hides not the ocean,  which is the dark side of this earth, and which is two thirds of this  earth.",24,{'en': 0.9999976850711556},"{'dutch': 2, 'english': 7}",moby_dick
"So, therefore, that mortal man who hath more of joy than sorrow  in him, that mortal man cannot be true?not true, or undeveloped.",24,{'en': 0.9999968421263605},"{'italian': 1, 'dutch': 2, 'swedish': 1, 'danish': 1, 'hungarian': 1, 'english': 10, 'norwegian': 1, 'german': 2}",moby_dick
With  books the same.,5,{'en': 0.9999975260566754},{'english': 2},moby_dick
"The truest of all men was the Man of Sorrows, and  the truest of all books is Solomon?s, and Ecclesiastes is the fine  hammered steel of woe.",29,{'en': 0.9999964191511332},"{'italian': 1, 'dutch': 4, 'french': 1, 'swedish': 1, 'danish': 1, 'hungarian': 1, 'english': 7, 'norwegian': 1, 'german': 1}",moby_dick
?All is vanity?.,3,"{'en': 0.8571406784311753, 'nl': 0.1428585458960813}","{'dutch': 1, 'english': 1}",moby_dick
This wilful world hath  not got hold of unchristian Solomon?s wisdom yet.,13,{'en': 0.9999971882458167},"{'dutch': 1, 'hungarian': 1, 'english': 3, 'french': 1}",moby_dick
"But he who dodges  hospitals and jails, and walks fast crossing graveyards, and would  rather talk of operas than hell; calls Cowper, Young, Pascal, Rousseau,  poor devils all of sick men; and throughout a care-free lifetime swears  by Rabelais as passing wise, and therefore jolly;?not that man is  fitted to sit down on tomb-stones, and break the green damp mould with  unfathomably wondrous Solomon.",70,{'en': 0.9999961648357926},"{'spanish': 2, 'portuguese': 2, 'danish': 3, 'dutch': 3, 'german': 1, 'italian': 2, 'norwegian': 2, 'finnish': 2, 'french': 2, 'hungarian': 1, 'english': 17, 'swedish': 2}",moby_dick
"But even Solomon, he says, ?the man that wandereth out of the way  of understanding shall remain? (i.",19,{'en': 0.9999975222032367},"{'italian': 1, 'spanish': 1, 'finnish': 1, 'swedish': 2, 'dutch': 1, 'danish': 2, 'english': 6, 'norwegian': 2, 'german': 1}",moby_dick
", even while living) ?in the  congregation of the dead?.",11,{'en': 0.9999972740377018},"{'italian': 1, 'dutch': 2, 'english': 4, 'german': 1}",moby_dick
"Give not thyself up, then, to fire, lest it  invert thee, deaden thee; as for the time it did me.",21,{'en': 0.9999966017256078},"{'norwegian': 2, 'finnish': 1, 'french': 2, 'portuguese': 3, 'dutch': 1, 'danish': 1, 'english': 10, 'spanish': 1}",moby_dick
There is a wisdom  that is woe; but there is a woe that is madness.,16,{'en': 0.999998574767591},"{'italian': 1, 'spanish': 1, 'portuguese': 1, 'hungarian': 1, 'english': 5, 'dutch': 1}",moby_dick
"And there is a Catskill  eagle in some souls that can alike dive down into the blackest gorges,  and soar out of them again and become invisible in the sunny spaces.",33,{'en': 0.999995690067194},"{'italian': 2, 'spanish': 1, 'portuguese': 1, 'hungarian': 1, 'english': 15, 'dutch': 3, 'german': 1}",moby_dick
"And even if he for ever flies within the gorge, that gorge is in the  mountains; so that even in his lowest swoop the mountain eagle is still  higher than other birds upon the plain, even though they soar.",41,{'en': 0.9999968757871222},"{'italian': 1, 'norwegian': 2, 'finnish': 1, 'portuguese': 1, 'dutch': 2, 'danish': 1, 'english': 12, 'spanish': 1, 'german': 2}",moby_dick
CHAPTER 97.,2,{'en': 0.9999966509960149},{},moby_dick
The Lamp.,2,{'en': 0.99999679362814},{},moby_dick
"Had you descended from the Pequod?s try-works to the Pequod?s  forecastle, where the off duty watch were sleeping, for one single  moment you would have almost thought you were standing in some  illuminated shrine of canonized kings and counsellors.",42,{'en': 0.9999969302981417},"{'italian': 1, 'norwegian': 1, 'french': 1, 'portuguese': 1, 'danish': 2, 'hungarian': 1, 'english': 14, 'dutch': 2, 'german': 1}",moby_dick
"There they lay  in their triangular oaken vaults, each mariner a chiselled muteness; a  score of lamps flashing upon his hooded eyes.",24,{'en': 0.999998318284909},"{'italian': 2, 'spanish': 1, 'portuguese': 1, 'hungarian': 1, 'english': 7, 'dutch': 2, 'german': 1}",moby_dick
"In merchantmen, oil for the sailor is more scarce than the milk of  queens.",15,{'en': 0.9999977497613265},"{'dutch': 2, 'danish': 1, 'english': 6, 'norwegian': 1, 'portuguese': 1}",moby_dick
"To dress in the dark, and eat in the dark, and stumble in  darkness to his pallet, this is his usual lot.",23,{'en': 0.9999968375167883},"{'italian': 1, 'dutch': 2, 'english': 7, 'german': 1}",moby_dick
"But the whaleman, as he  seeks the food of light, so he lives in light.",16,{'en': 0.9999975956432128},"{'italian': 1, 'spanish': 1, 'french': 1, 'portuguese': 1, 'dutch': 2, 'finnish': 1, 'english': 6, 'norwegian': 1, 'german': 2}",moby_dick
"He makes his berth an  Aladdin?s lamp, and lays him down in it; so that in the pitchiest  night the ship?s black hull still houses an illumination.",29,{'en': 0.9999979512597262},"{'italian': 1, 'norwegian': 1, 'french': 1, 'hungarian': 1, 'english': 11, 'dutch': 1, 'german': 3}",moby_dick
"See with what entire freedom the whaleman takes his handful of  lamps?often but old bottles and vials, though?to the copper cooler  at the try-works, and replenishes them there, as mugs of ale at a vat.",37,{'en': 0.999997319723991},"{'italian': 1, 'norwegian': 1, 'french': 1, 'portuguese': 2, 'dutch': 1, 'danish': 1, 'hungarian': 1, 'english': 13, 'spanish': 1}",moby_dick
"He burns, too, the purest of oil, in its unmanufactured, and,  therefore, unvitiated state; a fluid unknown to solar, lunar, or astral  contrivances ashore.",26,{'en': 0.999997034906283},"{'italian': 2, 'spanish': 1, 'portuguese': 1, 'hungarian': 1, 'english': 9, 'dutch': 2, 'german': 1}",moby_dick
It is sweet as early grass butter in April.,9,{'en': 0.999996759539918},"{'italian': 1, 'dutch': 2, 'french': 1, 'portuguese': 1, 'english': 3, 'german': 1}",moby_dick
"He  goes and hunts for his oil, so as to be sure of its freshness and  genuineness, even as the traveller on the prairie hunts up his own  supper of game.",34,{'en': 0.9999970026338731},"{'dutch': 1, 'finnish': 1, 'french': 2, 'portuguese': 2, 'danish': 1, 'hungarian': 1, 'english': 13, 'norwegian': 2, 'german': 1}",moby_dick
CHAPTER 98.,2,{'en': 0.9999950976582754},{},moby_dick
Stowing Down and Clearing Up.,5,{'en': 0.9999949527431233},{'english': 1},moby_dick
"Already has it been related how the great leviathan is afar off  descried from the mast-head; how he is chased over the watery moors, and  slaughtered in the valleys of the deep; how he is then towed alongside  and beheaded; and how (on the principle which entitled the headsman of  old to the garments in which the beheaded was killed) his great padded  surtout becomes the property of his executioner; how, in due time, he  is condemned to the pots, and, like Shadrach, Meshach, and Abednego, his  spermaceti, oil, and bone pass unscathed through the fire;?but now it  remains to conclude the last chapter of this part of the description by  rehearsing?singing, if I may?the romantic proceeding of decanting  off his oil into the casks and striking them down into the hold, where  once again leviathan returns to his native profundities, sliding along  beneath the surface as before; but, alas!",162,{'en': 0.9999957135163651},"{'italian': 1, 'norwegian': 1, 'finnish': 2, 'french': 2, 'portuguese': 1, 'dutch': 5, 'danish': 1, 'english': 33, 'spanish': 2, 'german': 2}",moby_dick
never more to rise and blow.,6,{'en': 0.9999970836371487},{'english': 3},moby_dick
"While still warm, the oil, like hot punch, is received into the  six-barrel casks; and while, perhaps, the ship is pitching and rolling  this way and that in the midnight sea, the enormous casks are slewed  round and headed over, end for end, and sometimes perilously scoot  across the slippery deck, like so many land slides, till at last  man-handled and stayed in their course; and all round the hoops, rap,  rap, go as many hammers as can play upon them, for now, ex officio,  every sailor is a cooper.",97,{'en': 0.9999969859825899},"{'italian': 3, 'norwegian': 5, 'french': 1, 'swedish': 2, 'portuguese': 3, 'dutch': 3, 'danish': 5, 'hungarian': 1, 'english': 20, 'spanish': 2, 'german': 3}",moby_dick
"At length, when the last pint is casked, and all is cool, then the great  hatchways are unsealed, the bowels of the ship are thrown open, and down  go the casks to their final rest in the sea.",40,{'en': 0.9999980899386203},"{'italian': 2, 'spanish': 1, 'english': 12, 'dutch': 3, 'german': 1}",moby_dick
"This done, the hatches are  replaced, and hermetically closed, like a closet walled up.",15,{'en': 0.9999968992405275},"{'italian': 1, 'spanish': 1, 'hungarian': 1, 'english': 5, 'portuguese': 1}",moby_dick
"In the sperm fishery, this is perhaps one of the most remarkable  incidents in all the business of whaling.",20,{'en': 0.9999988595504246},"{'italian': 2, 'dutch': 3, 'hungarian': 1, 'english': 7, 'german': 1}",moby_dick
"One day the planks stream with  freshets of blood and oil; on the sacred quarter-deck enormous masses of  the whale?s head are profanely piled; great rusty casks lie about,  as in a brewery yard; the smoke from the try-works has besooted all the  bulwarks; the mariners go about suffused with unctuousness; the entire  ship seems great leviathan himself; while on all hands the din is  deafening.",72,{'en': 0.9999967009334922},"{'spanish': 2, 'portuguese': 2, 'danish': 1, 'dutch': 3, 'german': 1, 'italian': 3, 'norwegian': 1, 'finnish': 1, 'french': 3, 'hungarian': 2, 'english': 17, 'swedish': 1}",moby_dick
"But a day or two after, you look about you, and prick your ears in this  self-same ship; and were it not for the tell-tale boats and try-works,  you would all but swear you trod some silent merchant vessel, with a  most scrupulously neat commander.",48,{'en': 0.9999965833084884},"{'italian': 3, 'norwegian': 1, 'portuguese': 2, 'dutch': 1, 'danish': 1, 'hungarian': 2, 'english': 20, 'spanish': 1, 'german': 1}",moby_dick
The unmanufactured sperm oil possesses  a singularly cleansing virtue.,10,{'en': 0.999997686587154},"{'italian': 1, 'spanish': 1, 'hungarian': 1, 'english': 1, 'portuguese': 1}",moby_dick
This is the reason why the decks never  look so white as just after what they call an affair of oil.,22,{'en': 0.9999987689779346},"{'norwegian': 1, 'french': 1, 'portuguese': 1, 'english': 11, 'dutch': 2, 'german': 2}",moby_dick
"Besides,  from the ashes of the burned scraps of the whale, a potent lye is  readily made; and whenever any adhesiveness from the back of the whale  remains clinging to the side, that lye quickly exterminates it.",40,{'en': 0.9999973361538037},"{'italian': 1, 'spanish': 1, 'portuguese': 1, 'hungarian': 1, 'english': 10, 'dutch': 2}",moby_dick
"Hands  go diligently along the bulwarks, and with buckets of water and rags  restore them to their full tidiness.",21,{'en': 0.9999953619054135},"{'dutch': 1, 'english': 7}",moby_dick
The soot is brushed from the lower  rigging.,9,{'en': 0.9999978625449487},"{'dutch': 1, 'english': 3}",moby_dick
All the numerous implements which have been in use are likewise  faithfully cleansed and put away.,17,{'en': 0.9999964964861305},"{'italian': 1, 'danish': 1, 'english': 7, 'dutch': 1, 'german': 1}",moby_dick
"The great hatch is scrubbed and placed  upon the try-works, completely hiding the pots; every cask is out of  sight; all tackles are coiled in unseen nooks; and when by the combined  and simultaneous industry of almost the entire ship?s company, the  whole of this conscientious duty is at last concluded, then the crew  themselves proceed to their own ablutions; shift themselves from top to  toe; and finally issue to the immaculate deck, fresh and all aglow, as  bridegrooms new-leaped from out the daintiest Holland.",92,{'en': 0.9999976912782341},"{'italian': 2, 'norwegian': 1, 'french': 2, 'portuguese': 1, 'danish': 1, 'hungarian': 1, 'english': 20, 'dutch': 3, 'german': 1}",moby_dick
"Now, with elated step, they pace the planks in twos and threes, and  humorously discourse of parlors, sofas, carpets, and fine cambrics;  propose to mat the deck; think of having hanging to the top; object not  to taking tea by moonlight on the piazza of the forecastle.",50,{'en': 0.9999979206482158},"{'italian': 1, 'dutch': 2, 'french': 1, 'finnish': 1, 'english': 11, 'german': 1}",moby_dick
"To hint to  such musked mariners of oil, and bone, and blubber, were little short  of audacity.",19,{'en': 0.9999959242802197},"{'dutch': 1, 'english': 5}",moby_dick
They know not the thing you distantly allude to.,9,{'en': 0.9999974481808492},{'english': 4},moby_dick
"Away, and  bring us napkins!",6,{'tl': 0.9999965025820274},{'english': 1},moby_dick
"But mark: aloft there, at the three mast heads, stand three men intent  on spying out more whales, which, if caught, infallibly will again  soil the old oaken furniture, and drop at least one small grease-spot  somewhere.",40,{'en': 0.9999987501168007},"{'dutch': 1, 'finnish': 1, 'french': 1, 'swedish': 1, 'danish': 2, 'english': 11, 'norwegian': 2, 'german': 1}",moby_dick
"Yes; and many is the time, when, after the severest  uninterrupted labors, which know no night; continuing straight through  for ninety-six hours; when from the boat, where they have swelled their  wrists with all day rowing on the Line,?they only step to the deck to  carry vast chains, and heave the heavy windlass, and cut and slash, yea,  and in their very sweatings to be smoked and burned anew by the combined  fires of the equatorial sun and the equatorial try-works; when, on the  heel of all this, they have finally bestirred themselves to cleanse the  ship, and make a spotless dairy room of it; many is the time the poor  fellows, just buttoning the necks of their clean frocks, are startled  by the cry of ?There she blows!",139,{'en': 0.9999990352377488},"{'italian': 3, 'norwegian': 2, 'finnish': 1, 'french': 1, 'portuguese': 3, 'dutch': 3, 'danish': 2, 'hungarian': 2, 'english': 31, 'spanish': 2, 'german': 1}",moby_dick
"? and away they fly to fight another  whale, and go through the whole weary thing again.",18,{'en': 0.9999982611564747},{'english': 6},moby_dick
"my friends, but  this is man-killing!",7,{'en': 0.9999968059821921},"{'dutch': 1, 'danish': 1, 'german': 1, 'english': 4, 'norwegian': 1, 'swedish': 1}",moby_dick
Yet this is life.,4,{'en': 0.9999967156154795},"{'dutch': 1, 'english': 2}",moby_dick
"For hardly have we mortals by  long toilings extracted from this world?s vast bulk its small but  valuable sperm; and then, with weary patience, cleansed ourselves from  its defilements, and learned to live here in clean tabernacles of  the soul; hardly is this done, when?There she blows!",51,{'en': 0.9999972583605776},"{'italian': 1, 'dutch': 3, 'french': 1, 'danish': 1, 'hungarian': 1, 'english': 20, 'german': 1}",moby_dick
"?the ghost is  spouted up, and away we sail to fight some other world, and go through  young life?s old routine again.",24,{'en': 0.9999977569257612},"{'dutch': 1, 'hungarian': 1, 'english': 11, 'french': 1}",moby_dick
the metempsychosis!,2,{'en': 0.9999961326761253},{'english': 1},moby_dick
"Pythagoras, that in bright Greece, two  thousand years ago, did die, so good, so wise, so mild; I sailed with  thee along the Peruvian coast last voyage?and, foolish as I am, taught  thee, a green simple boy, how to splice a rope!",45,{'en': 0.999996258500244},"{'italian': 2, 'spanish': 1, 'french': 1, 'portuguese': 2, 'dutch': 2, 'hungarian': 1, 'english': 12, 'norwegian': 1, 'german': 4}",moby_dick
CHAPTER 99.,2,{'en': 0.9999938413052921},{},moby_dick
The Doubloon.,2,{'en': 0.9999985507211178},{},moby_dick
"Ere now it has been related how Ahab was wont to pace his quarter-deck,  taking regular turns at either limit, the binnacle and mainmast; but  in the multiplicity of other things requiring narration it has not been  added how that sometimes in these walks, when most plunged in his mood,  he was wont to pause in turn at each spot, and stand there strangely  eyeing the particular object before him.",75,{'en': 0.9999974412823143},"{'italian': 1, 'spanish': 2, 'finnish': 1, 'dutch': 3, 'danish': 1, 'hungarian': 1, 'english': 25, 'norwegian': 1, 'german': 2}",moby_dick
