sentence,num_words,google_language,stopwords_language,book_name
"It is a matter of great  astonishment that the consideration of the habits of so interesting,  and, in a commercial point of view, so important an animal (as the Sperm  Whale) should have been so entirely neglected, or should have excited  so little curiosity among the numerous, and many of them competent  observers, that of late years, must have possessed the most abundant  and the most convenient opportunities of witnessing their habitudes?.",78,{'en': 0.9999967324506372},"{'italian': 2, 'norwegian': 1, 'french': 1, 'portuguese': 2, 'dutch': 3, 'danish': 1, 'hungarian': 2, 'english': 17, 'spanish': 1, 'german': 3}",moby_dick
"?Thomas Beale?s History of the Sperm Whale, 1839.",8,{'en': 0.9999986430435401},"{'dutch': 1, 'hungarian': 1, 'english': 3, 'french': 1}",moby_dick
"?The Cachalot? (Sperm Whale) ?is not only better armed than the  True Whale? (Greenland or Right Whale) ?in possessing a formidable  weapon at either extremity of its body, but also more frequently  displays a disposition to employ these weapons offensively and in  manner at once so artful, bold, and mischievous, as to lead to its being  regarded as the most dangerous to attack of all the known species of the  whale tribe?.",78,{'en': 0.9999972992710928},"{'italian': 3, 'norwegian': 2, 'french': 1, 'portuguese': 2, 'dutch': 3, 'danish': 1, 'hungarian': 2, 'english': 22, 'spanish': 1, 'german': 3}",moby_dick
"?Frederick Debell Bennett?s Whaling Voyage Round the  Globe, 1840.",10,{'de': 0.9999951777705038},"{'hungarian': 1, 'english': 2, 'french': 1}",moby_dick
October 13.,2,{'en': 0.9999959852201268},{},moby_dick
"?There she blows,? was sung out from the mast-head.",9,{'en': 0.9999986216616422},"{'dutch': 1, 'english': 5, 'german': 1}",moby_dick
?Where away?,2,{'en': 0.9999976458495288},{},moby_dick
? demanded the captain.,4,{'en': 0.9999979075914055},{'english': 1},moby_dick
"?Three points off the lee bow, sir?.",7,{'en': 0.9999971464523828},{'english': 2},moby_dick
?Raise up your wheel.,4,{'en': 0.9999979757708216},{'english': 2},moby_dick
"?  ?Steady, sir?.",4,{'en': 0.9999973234614193},{},moby_dick
?Mast-head ahoy!,2,"{'en': 0.571427052595028, 'so': 0.42857240534256497}",{},moby_dick
Do you see that whale now?,6,{'en': 0.9999978925712791},{'english': 3},moby_dick
"?        ?Ay ay, sir!",11,{'tl': 0.999995616584047},{},moby_dick
A shoal of Sperm Whales!,5,{'en': 0.9999947406632996},"{'dutch': 1, 'english': 1}",moby_dick
There she blows!,3,{'en': 0.9999957115326727},{'english': 1},moby_dick
There she       breaches!,9,{'en': 0.9999984908830613},{'english': 1},moby_dick
?        ?Sing out!,10,"{'en': 0.8571411854456377, 'tl': 0.142857705358508}",{'english': 1},moby_dick
sing out every time!,4,{'en': 0.9999967700324206},{'english': 1},moby_dick
"?        ?Ay Ay, sir!",11,"{'tl': 0.7142852935248389, 'tr': 0.2857147057701258}",{},moby_dick
There she blows!,3,{'en': 0.9999967232445451},{'english': 1},moby_dick
there?there?thar she       blows?bowes?bo-o-os!,9,{'en': 0.9999980071986252},"{'italian': 1, 'spanish': 2, 'portuguese': 2, 'danish': 1, 'english': 3, 'turkish': 1}",moby_dick
?        ?How far off?,11,"{'en': 0.857139048568345, 'cy': 0.1428601210337808}",{'english': 1},moby_dick
?        ?Two miles and a half?.,13,{'en': 0.9999963226630288},"{'italian': 1, 'spanish': 1, 'hungarian': 1, 'english': 2, 'portuguese': 1}",moby_dick
?Thunder and lightning!,3,"{'en': 0.28571607910406766, 'da': 0.7142815311957342}",{'english': 1},moby_dick
so near!,2,"{'en': 0.14285923981770404, 'it': 0.8571406591699158}","{'norwegian': 1, 'english': 1, 'german': 1}",moby_dick
Call all hands?.,3,{'en': 0.9999931856342466},"{'italian': 1, 'english': 1}",moby_dick
Ross Browne?s Etchings of a Whaling Cruize.,7,{'en': 0.9999966260976396},"{'italian': 1, 'spanish': 1, 'french': 1, 'portuguese': 1, 'hungarian': 2, 'english': 3, 'dutch': 1}",moby_dick
"?The Whale-ship Globe, on board of which vessel occurred the  horrid transactions we are about to relate, belonged to the island of  Nantucket?.",25,{'en': 0.9999977903213007},"{'dutch': 1, 'finnish': 1, 'english': 8, 'french': 1}",moby_dick
"??Narrative of the Globe Mutiny,? by Lay and Hussey  survivors.",11,{'en': 0.9999973346891678},"{'dutch': 1, 'english': 4}",moby_dick
A.D. 1828.,2,{'hu': 0.999996608910285},{},moby_dick
"Being once pursued by a whale which he had wounded, he parried the  assault for some time with a lance; but the furious monster at length  rushed on the boat; himself and comrades only being preserved by leaping  into the water when they saw the onset was inevitable?.",51,{'en': 0.9999983761344694},"{'italian': 1, 'norwegian': 2, 'finnish': 2, 'french': 1, 'portuguese': 2, 'dutch': 2, 'danish': 2, 'hungarian': 1, 'english': 21, 'spanish': 2, 'german': 1}",moby_dick
?Missionary  Journal of Tyerman and Bennett.,7,{'en': 0.9999959555967283},"{'dutch': 1, 'english': 2}",moby_dick
"?Nantucket itself,? said Mr. Webster, ?is a very striking and  peculiar portion of the National interest.",17,{'en': 0.9999954633365985},"{'italian': 1, 'spanish': 1, 'portuguese': 1, 'hungarian': 1, 'english': 7, 'dutch': 2}",moby_dick
"There is a population of  eight or nine thousand persons living here in the sea, adding largely  every year to the National wealth by the boldest and most persevering  industry?.",33,{'en': 0.9999965038899058},"{'italian': 2, 'spanish': 2, 'portuguese': 1, 'hungarian': 2, 'english': 11, 'dutch': 3, 'german': 1}",moby_dick
"?Report of Daniel Webster?s Speech in the U. S. Senate,  on the application for the Erection of a Breakwater at Nantucket.",22,{'en': 0.9999968172099909},"{'italian': 2, 'norwegian': 2, 'finnish': 1, 'french': 2, 'portuguese': 2, 'dutch': 2, 'danish': 2, 'hungarian': 2, 'english': 8, 'spanish': 1, 'german': 1}",moby_dick
"?The whale fell directly over him, and probably killed him in  a moment?.",14,{'en': 0.9999962324924119},"{'italian': 2, 'norwegian': 1, 'portuguese': 1, 'dutch': 2, 'danish': 1, 'hungarian': 1, 'english': 5, 'spanish': 1, 'german': 1}",moby_dick
"??The Whale and his Captors, or The Whaleman?s  Adventures and the Whale?s Biography, gathered on the Homeward Cruise  of the Commodore Preble?.",24,{'en': 0.9999975506477781},"{'dutch': 1, 'hungarian': 1, 'english': 7, 'french': 2, 'finnish': 1}",moby_dick
By Rev.,2,"{'da': 0.57142967648221, 'cs': 0.4285703234600676}",{},moby_dick
Henry T. Cheever.,3,"{'en': 0.571428522847299, 'nl': 0.4285712063721203}",{},moby_dick
"?If you make the least damn bit of noise,? replied Samuel, ?I will  send you to hell?.",18,{'en': 0.9999935312492102},"{'dutch': 1, 'english': 5, 'german': 1}",moby_dick
"?Life of Samuel Comstock (the mutineer), by  his brother, William Comstock.",12,{'en': 0.9999962737569087},"{'dutch': 1, 'english': 4}",moby_dick
Another Version of the whale-ship Globe  narrative.,8,{'en': 0.9999965587501629},"{'dutch': 1, 'english': 2}",moby_dick
"?The voyages of the Dutch and English to the Northern Ocean, in order,  if possible, to discover a passage through it to India, though they  failed of their main object, laid-open the haunts of the whale?.",38,{'en': 0.9999986592118877},"{'italian': 2, 'spanish': 1, 'portuguese': 1, 'hungarian': 1, 'english': 11, 'dutch': 2, 'german': 1}",moby_dick
?McCulloch?s Commercial Dictionary.,3,{'en': 0.9999956542881898},"{'hungarian': 1, 'english': 1, 'french': 1}",moby_dick
"?These things are reciprocal; the ball rebounds, only to bound forward  again; for now in laying open the haunts of the whale, the whalemen seem  to have indirectly hit upon new clews to that same mystic North-West  Passage?.",41,{'en': 0.999997576783995},"{'italian': 1, 'norwegian': 1, 'portuguese': 1, 'danish': 2, 'english': 12, 'dutch': 2, 'german': 1}",moby_dick
?From ?Something? unpublished.,3,{'en': 0.9999980523465121},{},moby_dick
?It is impossible to meet a whale-ship on the ocean without being  struck by her near appearance.,18,{'en': 0.9999964993931062},"{'finnish': 1, 'italian': 1, 'norwegian': 1, 'hungarian': 1, 'french': 1, 'portuguese': 1, 'dutch': 1, 'danish': 1, 'turkish': 1, 'english': 8, 'spanish': 1}",moby_dick
"The vessel under short sail, with  look-outs at the mast-heads, eagerly scanning the wide expanse around  them, has a totally different air from those engaged in regular  voyage?.",31,{'en': 0.9999993413951697},"{'italian': 2, 'norwegian': 1, 'swedish': 1, 'portuguese': 1, 'dutch': 1, 'danish': 2, 'hungarian': 1, 'english': 10, 'spanish': 2, 'german': 1}",moby_dick
?Currents and Whaling.,3,{'en': 0.9999944826506234},{'english': 1},moby_dick
U.S. Ex.,2,{'ca': 0.9999921209862224},{},moby_dick
"?Pedestrians in the vicinity of London and elsewhere may recollect  having seen large curved bones set upright in the earth, either to form  arches over gateways, or entrances to alcoves, and they may perhaps have  been told that these were the ribs of whales?.",47,{'en': 0.999996590391182},"{'italian': 1, 'dutch': 3, 'danish': 2, 'english': 14, 'norwegian': 1, 'german': 1}",moby_dick
?Tales of a Whale  Voyager to the Arctic Ocean.,10,{'en': 0.9999975955277268},"{'italian': 1, 'spanish': 1, 'portuguese': 1, 'hungarian': 1, 'english': 4, 'dutch': 1}",moby_dick
"?It was not till the boats returned from the pursuit of these whales,  that the whites saw their ship in bloody possession of the savages  enrolled among the crew?.",31,{'en': 0.9999977319724774},"{'italian': 1, 'dutch': 3, 'english': 9, 'swedish': 1, 'german': 2}",moby_dick
?Newspaper Account of the Taking and  Retaking of the Whale-Ship Hobomack.,12,{'en': 0.9999992022075624},"{'dutch': 1, 'english': 3}",moby_dick
?It is generally well known that out of the crews of Whaling  vessels (American) few ever return in the ships on board of which they  departed?.,28,{'en': 0.9999981916894991},"{'italian': 1, 'dutch': 3, 'french': 1, 'finnish': 1, 'english': 10, 'german': 1}",moby_dick
?Cruise in a Whale Boat.,5,{'en': 0.9999974788588579},"{'italian': 2, 'spanish': 1, 'portuguese': 1, 'hungarian': 1, 'english': 2, 'dutch': 1, 'german': 1}",moby_dick
"?Suddenly a mighty mass emerged from the water, and shot up  perpendicularly into the air.",16,{'en': 0.9999984421566563},"{'italian': 1, 'spanish': 1, 'hungarian': 1, 'english': 6, 'portuguese': 1}",moby_dick
It was the whale?.,4,{'en': 0.9999991818627224},"{'dutch': 1, 'english': 2, 'german': 1}",moby_dick
?Miriam Coffin or  the Whale Fisherman.,7,{'en': 0.9999956159996933},{'english': 2},moby_dick
"?The Whale is harpooned to be sure; but bethink you, how you would  manage a powerful unbroken colt, with the mere appliance of a rope tied  to the root of his tail?.",34,{'en': 0.9999984710387259},"{'italian': 1, 'spanish': 1, 'portuguese': 1, 'hungarian': 2, 'english': 11, 'dutch': 2}",moby_dick
?A Chapter on Whaling in Ribs and Trucks.,8,{'en': 0.9999961555124849},"{'italian': 1, 'dutch': 1, 'french': 1, 'finnish': 1, 'english': 3, 'german': 1}",moby_dick
"?On one occasion I saw two of these monsters (whales) probably male  and female, slowly swimming, one after the other, within less than a  stone?s throw of the shore? (Terra Del Fuego), ?over which  the beech tree extended its branches?.",43,{'en': 0.9999969628978641},"{'italian': 1, 'norwegian': 1, 'french': 1, 'portuguese': 1, 'dutch': 2, 'danish': 1, 'hungarian': 2, 'english': 12, 'spanish': 1}",moby_dick
?Darwin?s Voyage of a  Naturalist.,6,{'en': 0.9999953949786348},"{'italian': 1, 'spanish': 1, 'french': 1, 'portuguese': 1, 'hungarian': 2, 'english': 3, 'dutch': 1}",moby_dick
??Stern all!,2,{'de': 0.9999936386292773},"{'italian': 1, 'english': 1}",moby_dick
"? exclaimed the mate, as upon turning his head, he saw  the distended jaws of a large Sperm Whale close to the head of the  boat, threatening it with instant destruction;??Stern all, for your  lives!",38,{'en': 0.999998179339439},"{'italian': 2, 'norwegian': 1, 'finnish': 1, 'french': 1, 'portuguese': 3, 'dutch': 1, 'danish': 1, 'hungarian': 1, 'english': 12, 'spanish': 2}",moby_dick
?? ?Wharton the Whale Killer.,5,{'en': 0.9999968340324314},{'english': 1},moby_dick
"?So be cheery, my lads, let your hearts never fail, While the bold  harpooneer is striking the whale!",19,{'en': 0.9999987660363037},"{'dutch': 1, 'hungarian': 1, 'english': 5}",moby_dick
? ?Nantucket Song.,3,"{'no': 0.1428561332578734, 'id': 0.5714264343078752, 'de': 0.2453114469379492}",{},moby_dick
"?Oh, the rare old Whale, mid storm and gale       In his ocean home will be       A giant in might, where might is right,       And King of the boundless sea?.",47,{'en': 0.9999973146589693},"{'italian': 1, 'spanish': 1, 'hungarian': 1, 'english': 9, 'dutch': 3, 'german': 2}",moby_dick
?Whale Song.,2,"{'en': 0.1428611248952226, 'tl': 0.8571380625557916}",{},moby_dick
CHAPTER 1.,2,{'en': 0.9999941437171542},{},moby_dick
Call me Ishmael.,3,"{'en': 0.14285973948690409, 'it': 0.7142831906519334, 'cy': 0.14285673000889057}","{'dutch': 1, 'french': 1, 'portuguese': 1, 'finnish': 1, 'english': 1, 'spanish': 1, 'norwegian': 1}",moby_dick
"Some years ago?never mind how long precisely?having  little or no money in my purse, and nothing particular to interest me on  shore, I thought I would sail about a little and see the watery part of  the world.",41,{'en': 0.9999985813554249},"{'italian': 2, 'spanish': 3, 'french': 2, 'portuguese': 3, 'dutch': 3, 'finnish': 2, 'hungarian': 1, 'english': 14, 'norwegian': 2, 'german': 1}",moby_dick
It is a way I have of driving off the spleen and regulating  the circulation.,16,{'en': 0.9999969769615945},"{'italian': 1, 'dutch': 2, 'portuguese': 1, 'danish': 1, 'hungarian': 1, 'english': 7, 'spanish': 1}",moby_dick
"Whenever I find myself growing grim about the mouth;  whenever it is a damp, drizzly November in my soul; whenever I find  myself involuntarily pausing before coffin warehouses, and bringing up  the rear of every funeral I meet; and especially whenever my hypos get  such an upper hand of me, that it requires a strong moral principle to  prevent me from deliberately stepping into the street, and methodically  knocking people?s hats off?then, I account it high time to get to  sea as soon as I can.",93,{'en': 0.9999980762077499},"{'italian': 2, 'spanish': 3, 'french': 3, 'portuguese': 3, 'dutch': 4, 'finnish': 1, 'hungarian': 2, 'english': 24, 'norwegian': 1, 'german': 2}",moby_dick
This is my substitute for pistol and ball.,8,{'en': 0.9999953419637303},"{'dutch': 1, 'danish': 1, 'english': 4, 'norwegian': 1, 'portuguese': 1}",moby_dick
With  a philosophical flourish Cato throws himself upon his sword; I quietly  take to the ship.,18,{'en': 0.9999986219132617},"{'italian': 1, 'spanish': 1, 'hungarian': 1, 'english': 5, 'portuguese': 1}",moby_dick
There is nothing surprising in this.,6,{'en': 0.9999974268273306},"{'italian': 1, 'dutch': 2, 'english': 3, 'german': 1}",moby_dick
"If they but knew  it, almost all men in their degree, some time or other, cherish very  nearly the same feelings towards the ocean with me.",28,{'en': 0.9999975961657059},"{'italian': 2, 'norwegian': 2, 'finnish': 1, 'french': 1, 'swedish': 1, 'portuguese': 1, 'dutch': 3, 'danish': 1, 'english': 14, 'spanish': 1, 'german': 1}",moby_dick
"There now is your insular city of the Manhattoes, belted round by  wharves as Indian isles by coral reefs?commerce surrounds it with  her surf.",26,{'en': 0.9999971257116448},"{'norwegian': 1, 'french': 1, 'portuguese': 1, 'danish': 1, 'turkish': 1, 'english': 10, 'dutch': 2}",moby_dick
"Right and left, the streets take you waterward.",8,"{'en': 0.8571400204714168, 'af': 0.14285774094425643}",{'english': 3},moby_dick
"Its extreme  downtown is the battery, where that noble mole is washed by waves, and  cooled by breezes, which a few hours previous were out of sight of land.",31,{'en': 0.9999981289791592},"{'italian': 1, 'spanish': 1, 'portuguese': 1, 'hungarian': 1, 'english': 12, 'dutch': 2}",moby_dick
Look at the crowds of water-gazers there.,7,{'en': 0.9999953434535738},"{'dutch': 1, 'danish': 1, 'english': 4, 'norwegian': 1}",moby_dick
Circumambulate the city of a dreamy Sabbath afternoon.,8,{'en': 0.9999970889619058},"{'italian': 1, 'spanish': 1, 'portuguese': 1, 'hungarian': 1, 'english': 3, 'dutch': 1}",moby_dick
"Go from Corlears  Hook to Coenties Slip, and from thence, by Whitehall, northward.",14,{'en': 0.9999983811204014},{'english': 4},moby_dick
What  do you see?,5,"{'en': 0.4285718836832512, 'af': 0.2857134512408366, 'so': 0.2857140137758337}","{'english': 2, 'portuguese': 1}",moby_dick
"?Posted like silent sentinels all around the town, stand  thousands upon thousands of mortal men fixed in ocean reveries.",20,{'en': 0.9999973554044129},"{'italian': 2, 'dutch': 3, 'swedish': 1, 'danish': 1, 'english': 4, 'norwegian': 1, 'german': 1}",moby_dick
"Some  leaning against the spiles; some seated upon the pier-heads; some  looking over the bulwarks of ships from China; some high aloft in the  rigging, as if striving to get a still better seaward peep.",38,{'en': 0.9999967831095672},"{'italian': 2, 'norwegian': 1, 'french': 1, 'portuguese': 2, 'dutch': 3, 'danish': 1, 'hungarian': 1, 'english': 11, 'spanish': 1, 'german': 1}",moby_dick
"But these  are all landsmen; of week days pent up in lath and plaster?tied to  counters, nailed to benches, clinched to desks.",24,{'en': 0.9999967641223105},"{'italian': 2, 'dutch': 2, 'english': 8, 'german': 1}",moby_dick
How then is this?,4,{'en': 0.999997909996023},"{'dutch': 1, 'english': 3}",moby_dick
Are  the green fields gone?,6,"{'en': 0.8571393881447277, 'nl': 0.14286006831617767}",{'english': 1},moby_dick
What do they here?,4,{'en': 0.9999985323349694},"{'english': 3, 'portuguese': 1}",moby_dick
But look!,2,"{'en': 0.1428569716900875, 'et': 0.8571384225257165}",{},moby_dick
"here come more crowds, pacing straight for the water, and  seemingly bound for a dive.",16,{'en': 0.9999965197004548},"{'italian': 2, 'norwegian': 1, 'portuguese': 2, 'danish': 1, 'hungarian': 1, 'english': 6, 'spanish': 1}",moby_dick
Nothing will content them but the  extremest limit of the land; loitering under the shady lee of yonder  warehouses will not suffice.,24,{'en': 0.9999978484470705},"{'danish': 1, 'english': 7, 'dutch': 1, 'swedish': 1, 'german': 1}",moby_dick
They must get just as nigh the water  as they possibly can without falling in.,16,{'en': 0.9999952778461194},"{'italian': 1, 'dutch': 1, 'french': 1, 'portuguese': 1, 'english': 6, 'german': 1}",moby_dick
And there they stand?miles of  them?leagues.,7,{'en': 0.9999974650096819},"{'dutch': 1, 'english': 4}",moby_dick
"Inlanders all, they come from lanes and alleys, streets  and avenues?north, east, south, and west.",16,{'en': 0.9999969377469409},"{'italian': 2, 'english': 4}",moby_dick
Yet here they all unite.,5,{'en': 0.9999976667191844},"{'italian': 1, 'english': 3}",moby_dick
"Tell me, does the magnetic virtue of the needles of the compasses of all  those ships attract them thither?",20,{'en': 0.9999993695578798},"{'italian': 1, 'dutch': 2, 'french': 1, 'portuguese': 1, 'finnish': 1, 'english': 7, 'spanish': 1, 'norwegian': 1}",moby_dick
Once more.,2,{'fr': 0.99999372747608},{'english': 1},moby_dick
Say you are in the country; in some high land of lakes.,12,{'en': 0.999998678499253},"{'italian': 1, 'dutch': 2, 'english': 6, 'german': 1}",moby_dick
"Take  almost any path you please, and ten to one it carries you down in a  dale, and leaves you there by a pool in the stream.",29,{'en': 0.9999964216362613},"{'italian': 2, 'spanish': 1, 'portuguese': 1, 'hungarian': 1, 'english': 11, 'dutch': 1, 'german': 1}",moby_dick
There is magic  in it.,6,{'en': 0.9999973514229812},"{'italian': 1, 'dutch': 2, 'english': 3, 'german': 1}",moby_dick
"Let the most absent-minded of men be plunged in his deepest  reveries?stand that man on his legs, set his feet a-going, and he  will infallibly lead you to water, if water there be in all that region.",39,{'en': 0.9999965256984769},"{'spanish': 2, 'portuguese': 1, 'danish': 2, 'dutch': 3, 'german': 3, 'italian': 3, 'norwegian': 2, 'finnish': 2, 'french': 1, 'hungarian': 3, 'english': 17, 'swedish': 2}",moby_dick
"Should you ever be athirst in the great American desert, try this  experiment, if your caravan happen to be supplied with a metaphysical  professor.",26,{'en': 0.9999956479118464},"{'italian': 2, 'spanish': 1, 'portuguese': 1, 'hungarian': 2, 'english': 10, 'dutch': 1, 'german': 1}",moby_dick
"Yes, as every one knows, meditation and water are wedded for  ever.",13,{'en': 0.9999955185058027},"{'english': 4, 'danish': 1, 'french': 1, 'norwegian': 1, 'portuguese': 2}",moby_dick
But here is an artist.,5,{'en': 0.9999969666804258},"{'dutch': 1, 'english': 3, 'german': 1}",moby_dick
"He desires to paint you the dreamiest, shadiest,  quietest, most enchanting bit of romantic landscape in all the valley of  the Saco.",24,{'en': 0.9999984513109798},"{'italian': 2, 'dutch': 2, 'hungarian': 1, 'english': 7, 'german': 1}",moby_dick
What is the chief element he employs?,7,{'en': 0.9999944832500207},"{'spanish': 1, 'finnish': 1, 'english': 3, 'dutch': 1}",moby_dick
"There stand his trees,  each with a hollow trunk, as if a hermit and a crucifix were within; and  here sleeps his meadow, and there sleep his cattle; and up from yonder  cottage goes a sleepy smoke.",40,{'en': 0.9999971164936701},"{'italian': 1, 'spanish': 1, 'french': 1, 'portuguese': 2, 'hungarian': 1, 'english': 12}",moby_dick
"Deep into distant woodlands winds a  mazy way, reaching to overlapping spurs of mountains bathed in their  hill-side blue.",21,{'en': 0.9999963802711553},"{'italian': 2, 'spanish': 1, 'portuguese': 1, 'hungarian': 1, 'english': 6, 'dutch': 2, 'german': 1}",moby_dick
"But though the picture lies thus tranced, and though  this pine-tree shakes down its sighs like leaves upon this shepherd?s  head, yet all were vain, unless the shepherd?s eye were fixed upon the  magic stream before him.",40,{'en': 0.9999990921811728},"{'italian': 1, 'hungarian': 1, 'english': 10, 'french': 1}",moby_dick
"Go visit the Prairies in June, when for scores  on scores of miles you wade knee-deep among Tiger-lilies?what is the  one charm wanting?",25,{'en': 0.9999976093330789},"{'italian': 1, 'norwegian': 1, 'finnish': 1, 'french': 1, 'portuguese': 1, 'danish': 1, 'english': 9, 'dutch': 3, 'german': 1}",moby_dick
?Water?there is not a drop of water there!,8,{'en': 0.9999970483043381},"{'italian': 1, 'spanish': 1, 'portuguese': 1, 'hungarian': 1, 'english': 5, 'dutch': 2}",moby_dick
"Were  Niagara but a cataract of sand, would you travel your thousand miles to  see it?",18,{'en': 0.9999978354466968},"{'italian': 1, 'spanish': 1, 'portuguese': 1, 'hungarian': 1, 'english': 7, 'dutch': 1}",moby_dick
"Why did the poor poet of Tennessee, upon suddenly receiving two  handfuls of silver, deliberate whether to buy him a coat, which he sadly  needed, or invest his money in a pedestrian trip to Rockaway Beach?",38,{'en': 0.999998007840773},"{'italian': 2, 'spanish': 2, 'portuguese': 1, 'finnish': 1, 'hungarian': 1, 'english': 11, 'dutch': 2, 'german': 1}",moby_dick
"Why  is almost every robust healthy boy with a robust healthy soul in him, at  some time or other crazy to go to sea?",26,{'en': 0.9999953859450774},"{'italian': 2, 'norwegian': 1, 'portuguese': 1, 'dutch': 2, 'danish': 1, 'hungarian': 1, 'english': 10, 'spanish': 2, 'german': 1}",moby_dick
"Why upon your first voyage as a  passenger, did you yourself feel such a mystical vibration, when first  told that you and your ship were now out of sight of land?",33,{'en': 0.9999979930477846},"{'italian': 1, 'spanish': 1, 'french': 1, 'portuguese': 2, 'hungarian': 1, 'english': 14, 'dutch': 1}",moby_dick
Why did the  old Persians hold the sea holy?,10,{'en': 0.9999975328451334},"{'spanish': 1, 'english': 2}",moby_dick
"Why did the Greeks give it a separate  deity, and own brother of Jove?",15,{'en': 0.9999973300364202},"{'italian': 1, 'spanish': 1, 'portuguese': 1, 'hungarian': 1, 'english': 7, 'dutch': 1}",moby_dick
Surely all this is not without meaning.,7,{'en': 0.9999954945957066},"{'italian': 1, 'dutch': 1, 'english': 4}",moby_dick
"And still deeper the meaning of that story of Narcissus, who because  he could not grasp the tormenting, mild image he saw in the fountain,  plunged into it and was drowned.",33,{'en': 0.9999941669284721},"{'italian': 1, 'spanish': 1, 'finnish': 1, 'english': 12, 'dutch': 3, 'german': 2}",moby_dick
"But that same image, we ourselves see  in all rivers and oceans.",13,{'en': 0.9999965748481423},"{'italian': 2, 'dutch': 1, 'english': 7, 'german': 1}",moby_dick
It is the image of the ungraspable phantom of  life; and this is the key to it all.,19,{'en': 0.9999976885208904},"{'italian': 1, 'dutch': 2, 'english': 8}",moby_dick
"Now, when I say that I am in the habit of going to sea whenever I begin  to grow hazy about the eyes, and begin to be over conscious of my lungs,  I do not mean to have it inferred that I ever go to sea as a passenger.",51,{'en': 0.9999968154485126},"{'italian': 2, 'norwegian': 1, 'french': 1, 'portuguese': 3, 'dutch': 3, 'danish': 2, 'hungarian': 2, 'english': 18, 'spanish': 2, 'german': 2}",moby_dick
"For to go as a passenger you must needs have a purse, and a purse is  but a rag unless you have something in it.",26,{'en': 0.9999935246275146},"{'italian': 2, 'spanish': 1, 'french': 1, 'portuguese': 2, 'danish': 1, 'hungarian': 1, 'english': 10, 'dutch': 2, 'german': 1}",moby_dick
"Besides, passengers get  sea-sick?grow quarrelsome?don?t sleep of nights?do not enjoy  themselves much, as a general thing;?no, I never go as a passenger;  nor, though I am something of a salt, do I ever go to sea as a  Commodore, or a Captain, or a Cook.",49,{'en': 0.9999963660442718},"{'italian': 1, 'spanish': 3, 'french': 2, 'portuguese': 4, 'dutch': 1, 'hungarian': 1, 'english': 13, 'norwegian': 1, 'german': 1}",moby_dick
I abandon the glory and distinction  of such offices to those who like them.,15,{'en': 0.9999982320405738},"{'dutch': 1, 'english': 8}",moby_dick
"For my part, I abominate all  honourable respectable toils, trials, and tribulations of every kind  whatsoever.",18,{'en': 0.9999960761969273},"{'italian': 1, 'dutch': 1, 'english': 4}",moby_dick
"It is quite as much as I can do to take care of myself,  without taking care of ships, barques, brigs, schooners, and what not.",26,{'en': 0.999997211910333},"{'dutch': 2, 'english': 10, 'french': 1, 'portuguese': 2}",moby_dick
"And as for going as cook,?though I confess there is considerable glory  in that, a cook being a sort of officer on ship-board?yet, somehow,  I never fancied broiling fowls;?though once broiled, judiciously  buttered, and judgmatically salted and peppered, there is no one who  will speak more respectfully, not to say reverentially, of a broiled  fowl than I will.",63,{'en': 0.9999961196406723},"{'italian': 2, 'norwegian': 2, 'finnish': 1, 'french': 2, 'portuguese': 4, 'dutch': 3, 'danish': 1, 'hungarian': 1, 'english': 19, 'spanish': 2, 'german': 2}",moby_dick
"It is out of the idolatrous dotings of the old  Egyptians upon broiled ibis and roasted river horse, that you see the  mummies of those creatures in their huge bake-houses the pyramids.",34,{'en': 0.9999965908265929},"{'italian': 1, 'dutch': 3, 'english': 10, 'german': 1}",moby_dick
"No, when I go to sea, I go as a simple sailor, right before the mast,  plumb down into the forecastle, aloft there to the royal mast-head.",28,{'en': 0.9999974557021736},"{'italian': 1, 'spanish': 2, 'french': 1, 'portuguese': 2, 'hungarian': 1, 'english': 9}",moby_dick
"True, they rather order me about some, and make me jump from spar to  spar, like a grasshopper in a May meadow.",23,{'en': 0.9999974605434385},"{'italian': 2, 'spanish': 2, 'french': 1, 'portuguese': 2, 'dutch': 2, 'finnish': 1, 'hungarian': 1, 'english': 9, 'norwegian': 1, 'german': 1}",moby_dick
"And at first, this sort  of thing is unpleasant enough.",11,{'en': 0.9999969083620686},"{'dutch': 2, 'danish': 1, 'english': 4, 'norwegian': 1}",moby_dick
"It touches one?s sense of honour,  particularly if you come of an old established family in the land, the  Van Rensselaers, or Randolphs, or Hardicanutes.",27,{'en': 0.9999953025138395},"{'italian': 2, 'dutch': 2, 'french': 1, 'hungarian': 1, 'english': 8, 'german': 2}",moby_dick
"And more than all,  if just previous to putting your hand into the tar-pot, you have been  lording it as a country schoolmaster, making the tallest boys stand  in awe of you.",35,{'en': 0.9999967747350806},"{'italian': 3, 'spanish': 1, 'french': 1, 'portuguese': 2, 'danish': 1, 'hungarian': 1, 'english': 17, 'dutch': 2, 'german': 1}",moby_dick
"The transition is a keen one, I assure you, from a  schoolmaster to a sailor, and requires a strong decoction of Seneca and  the Stoics to enable you to grin and bear it.",35,{'en': 0.9999975151043136},"{'italian': 1, 'spanish': 1, 'portuguese': 1, 'hungarian': 1, 'english': 9, 'dutch': 2}",moby_dick
But even this wears off in  time.,8,{'en': 0.9999969560553927},"{'italian': 1, 'dutch': 1, 'english': 3, 'german': 1}",moby_dick
